"numero","estado","numero_cuenta","comprobante_nro","Monto Total","Tasa administrativa","Tasa infraccion","medio_pago","tipo","juzgado","created_at","fecha_pago","fecha_acreditacion"
F-1129672       ,Cancelada,CAUSAF00000001390300,3.594.523,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 5,2024-08-08 20:01:37,2026-01-15 21:00:00,2026-01-21 21:00:00
F-1129683       ,Cancelada,CAUSAF00000001390428,3.661.438,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-08 20:03:22,2026-03-24 21:00:00,2026-03-24 21:00:00
F-1129706       ,Cancelada,CAUSAF00000001390556,56.017.379,554.749,13.272,541.477,SUGIT,FOTOMULTA,Juzgado 1,2024-08-08 20:07:26,2026-02-11 21:00:00,2026-03-12 21:00:00
F-1129709       ,Cancelada,CAUSAF00000001390571,3.589.481,268.627,11.977,256.650,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2024-08-08 20:08:15,2026-01-12 21:00:00,2026-01-12 21:00:00
F-1129773       ,Cancelada,CAUSAF00000001390669,3.736.613,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-08 20:11:00,2026-04-27 21:00:00,2026-04-27 21:00:00
F-1129800       ,Cancelada,CAUSAF00000001390762,3.619.178,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-09 20:01:14,2026-01-29 21:00:00,2026-01-29 21:00:00
F-1129810       ,Cancelada,CAUSAF00000001390772,3.592.892,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-09 20:01:17,2026-01-13 21:00:00,2026-01-13 21:00:00
F-1129831       ,Cancelada,CAUSAF00000001390854,3.749.890,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-09 20:01:50,2026-04-23 21:00:00,2026-04-23 21:00:00
F-1129942       ,Cancelada,CAUSAF00000001917679,3.737.119,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-12 20:03:29,2026-04-15 21:00:00,2026-04-15 21:00:00
F-1129950       ,Cancelada,CAUSAF00000001950902,3.753.041,193.110,8610,184.500,PAGO FÁCIL,FOTOMULTA,Juzgado 3,2024-08-12 20:06:53,2026-04-27 21:00:00,2026-05-04 21:00:00
F-1129963       ,Cancelada,CAUSAF00000001860948,3.594.456,203.943,9093,194.850,BAPRO,FOTOMULTA,Juzgado 2,2024-08-12 20:07:58,2026-01-15 21:00:00,2026-01-21 21:00:00
F-1130103       ,Cancelada,CAUSAF00000001901319,3.643.585,370.010,8610,361.400,RAPIPAGO,FOTOMULTA,Juzgado 2,2024-08-12 20:14:06,2026-04-07 21:00:00,2026-04-14 21:00:00
F-1130114       ,Cancelada,CAUSAF00000001887618,3.627.913,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-12 20:14:14,2026-02-09 21:00:00,2026-02-09 21:00:00
F-1130142       ,Cancelada,CAUSAF00000001858361,3.592.627,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2024-08-12 20:14:53,2026-01-13 21:00:00,2026-01-13 21:00:00
F-1130191       ,Cancelada,CAUSAF00000001950199,3.764.551,193.110,15.505,177.605,MERCADOPAGO,FOTOMULTA,Juzgado 2,2024-08-12 20:15:52,2026-05-04 21:00:00,2026-05-05 21:00:00
F-1130192       ,Cancelada,CAUSAF00000001928524,56.088.775,377.610,13.272,364.338,SUGIT,FOTOMULTA,Juzgado 3,2024-08-12 20:15:53,2026-03-15 21:00:00,2026-04-13 21:00:00
F-1130222       ,Cancelada,CAUSAF00000001896345,3.636.980,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-12 20:17:01,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1130268       ,Cancelada,CAUSAF00000001909406,3.655.548,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-12 20:18:25,2026-03-10 21:00:00,2026-03-10 21:00:00
F-1130282       ,Cancelada,CAUSAF00000001843814,3.586.267,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-12 20:18:33,2026-01-04 21:00:00,2026-01-04 21:00:00
F-1130292       ,Cancelada,CAUSAF00000001908782,3.652.681,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-12 20:18:36,2026-03-09 21:00:00,2026-03-09 21:00:00
F-1130303       ,Cancelada,CAUSAF00000001939501,3.761.030,193.110,15.505,177.605,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-12 20:18:54,2026-05-04 21:00:00,2026-05-05 21:00:00
F-1130327       ,Cancelada,CAUSAF00000001890898,3.631.801,866.935,8610,858.325,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-12 20:19:31,2026-02-11 21:00:00,2026-02-11 21:00:00
F-1130340       ,Cancelada,CAUSAF00000001946318,3.753.405,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-12 20:19:35,2026-04-27 21:00:00,2026-04-27 21:00:00
F-1130354       ,Cancelada,CAUSAF00000001868133,3.600.587,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-12 20:19:54,2026-01-22 21:00:00,2026-01-22 21:00:00
F-1130393       ,Cancelada,CAUSAF00000001721541,3.664.953,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-12 20:20:25,2026-03-25 21:00:00,2026-03-25 21:00:00
F-1130400       ,Cancelada,CAUSAF00000001898486,3.640.696,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 4,2024-08-12 20:20:28,2026-02-24 21:00:00,2026-03-02 21:00:00
F-1130571       ,Cancelada,CAUSAF00000001391626,3.652.008,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-13 20:02:56,2026-03-08 21:00:00,2026-03-08 21:00:00
F-1130579       ,Cancelada,CAUSAF00000001391634,3.593.076,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 2,2024-08-13 20:02:58,2026-01-13 21:00:00,2026-01-19 21:00:00
F-1130594       ,Cancelada,CAUSAF00000001391651,3.637.656,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 2,2024-08-13 20:03:03,2026-02-20 21:00:00,2026-02-23 21:00:00
F-1130628       ,Cancelada,CAUSAF00000001391697,3.662.571,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-13 20:03:19,2026-03-25 21:00:00,2026-03-25 21:00:00
F-1130654       ,Cancelada,CAUSAF00000001391779,3.623.426,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-13 20:03:53,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1130665       ,Cancelada,CAUSAF00000001391795,3.615.370,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-13 20:04:00,2026-01-26 21:00:00,2026-01-27 21:00:00
F-1130670       ,Cancelada,CAUSAF00000001391800,3.754.115,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-13 20:04:02,2026-05-04 21:00:00,2026-05-04 21:00:00
F-1130694       ,Cancelada,CAUSAF00000001391838,3.675.747,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-13 20:04:14,2026-03-26 21:00:00,2026-03-26 21:00:00
F-1130711       ,Cancelada,CAUSAF00000001391867,3.735.785,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-13 20:04:24,2026-04-13 21:00:00,2026-04-14 21:00:00
F-1130722       ,Cancelada,CAUSAF00000001391885,3.772.889,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2024-08-13 20:04:29,2026-05-13 21:00:00,2026-05-13 21:00:00
F-1130734       ,Cancelada,CAUSAF00000001391901,3.596.752,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 5,2024-08-13 20:04:35,2026-01-19 21:00:00,2026-01-25 21:00:00
F-1130753       ,Cancelada,CAUSAF00000001392054,56.028.359,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 2,2024-08-13 20:05:36,2026-02-18 21:00:00,2026-03-12 21:00:00
F-1130923       ,Cancelada,CAUSAF00000001392673,3.598.908,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 4,2024-08-14 20:03:37,2026-01-21 21:00:00,2026-01-27 21:00:00
F-1130948       ,Cancelada,CAUSAF00000001392777,56.068.417,377.610,13.272,364.338,SUGIT,FOTOMULTA,Juzgado 1,2024-08-14 20:04:20,2026-03-04 21:00:00,2026-04-13 21:00:00
F-1130952       ,Cancelada,CAUSAF00000001392781,3.737.848,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2024-08-14 20:04:22,2026-04-16 21:00:00,2026-04-16 21:00:00
F-1131069       ,Cancelada,CAUSAF00000001393060,3.597.982,419.224,12.649,406.575,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-14 20:06:45,2026-01-20 21:00:00,2026-01-20 21:00:00
F-1131131       ,Cancelada,CAUSAF00000001393209,3.731.404,193.110,13.272,179.838,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-15 20:01:22,2026-04-05 21:00:00,2026-04-06 21:00:00
F-1131153       ,Cancelada,CAUSAF00000001393230,3.598.209,285.360,8610,276.750,BAPRO,FOTOMULTA,Juzgado 3,2024-08-15 20:01:29,2026-01-20 21:00:00,2026-01-26 21:00:00
F-1131311       ,Cancelada,CAUSAF00000001393608,3.738.271,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-15 20:03:54,2026-04-16 21:00:00,2026-04-16 21:00:00
F-1131365       ,Cancelada,CAUSAF00000001393672,3.591.774,419.224,12.649,406.575,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-15 20:04:14,2026-01-12 21:00:00,2026-01-12 21:00:00
F-1131449       ,Cancelada,CAUSAF00000001393977,3.623.437,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-15 20:09:09,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1131553       ,Cancelada,CAUSAF00000001394254,3.660.987,108.072,13.272,94.800,BAPRO,FOTOMULTA,Juzgado 2,2024-08-16 20:02:34,2026-03-15 21:00:00,2026-03-19 21:00:00
F-1131613       ,Cancelada,CAUSAF00000001394351,3.634.437,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-16 20:03:14,2026-02-17 21:00:00,2026-02-17 21:00:00
F-1131686       ,Cancelada,CAUSAF00000001394547,3.594.621,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 3,2024-08-16 20:04:30,2026-01-15 21:00:00,2026-01-21 21:00:00
F-1131720       ,Cancelada,CAUSAF00000001394613,3.618.627,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 2,2024-08-16 20:05:03,2026-02-02 21:00:00,2026-02-09 21:00:00
F-1131919       ,Cancelada,CAUSAF00000001395192,3.636.892,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-17 20:02:03,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1132019       ,Cancelada,CAUSAF00000001395456,3.761.030,193.110,15.505,177.605,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-17 20:08:37,2026-05-04 21:00:00,2026-05-05 21:00:00
F-1132080       ,Cancelada,CAUSAF00000001395583,3.731.124,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-18 20:02:43,2026-04-13 21:00:00,2026-04-13 21:00:00
F-1132082       ,Cancelada,CAUSAF00000001395585,3.760.244,297.672,15.505,282.167,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-18 20:02:44,2026-04-29 21:00:00,2026-05-03 21:00:00
F-1132193       ,Cancelada,CAUSAF00000001395808,3.641.697,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 3,2024-08-19 20:02:44,2026-02-26 21:00:00,2026-03-04 21:00:00
F-1132233       ,Cancelada,CAUSAF00000001395890,3.767.181,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 1,2024-08-19 20:03:22,2026-05-06 21:00:00,2026-05-12 21:00:00
F-1132250       ,Cancelada,CAUSAF00000001395932,3.728.617,539.610,8610,531.000,BAPRO,FOTOMULTA,Juzgado 5,2024-08-19 20:04:00,2026-04-13 21:00:00,2026-04-19 21:00:00
F-1132289       ,Cancelada,CAUSAF00000001396035,3.593.986,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 3,2024-08-19 20:04:58,2026-01-14 21:00:00,2026-01-20 21:00:00
F-1132316       ,Cancelada,CAUSAF00000001396097,3.754.157,223.860,8610,215.250,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-19 20:05:29,2026-04-28 21:00:00,2026-04-28 21:00:00
F-1132330       ,Cancelada,CAUSAF00000001396153,3.636.061,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-20 20:01:23,2026-02-17 21:00:00,2026-02-22 21:00:00
F-1132352       ,Cancelada,CAUSAF00000001396207,3.620.228,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-20 20:01:43,2026-01-31 21:00:00,2026-02-01 21:00:00
F-1132368       ,Cancelada,CAUSAF00000001396227,3.634.895,554.749,12.649,542.100,PAGO FÁCIL,FOTOMULTA,Juzgado 4,2024-08-20 20:01:51,2026-04-05 21:00:00,2026-04-09 21:00:00
F-1132457       ,Cancelada,CAUSAF00000001396441,3.754.139,316.110,8610,307.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-20 20:03:27,2026-05-03 21:00:00,2026-05-03 21:00:00
F-1132544       ,Cancelada,CAUSAF00000001396597,3.762.265,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-20 20:04:25,2026-05-03 21:00:00,2026-05-03 21:00:00
F-1132559       ,Cancelada,CAUSAF00000001396621,3.588.362,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-20 20:04:33,2026-01-07 21:00:00,2026-01-08 21:00:00
F-1132588       ,Cancelada,CAUSAF00000001396676,3.592.296,193.110,8610,184.500,PAGO FÁCIL,FOTOMULTA,Juzgado 1,2024-08-20 20:05:00,2026-01-13 21:00:00,2026-01-19 21:00:00
F-1132682       ,Cancelada,CAUSAF00000001396965,3.634.994,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-21 20:01:35,2026-03-02 21:00:00,2026-03-02 21:00:00
F-1132683       ,Cancelada,CAUSAF00000001396967,3.763.068,297.672,13.272,284.400,PAGO FÁCIL,FOTOMULTA,Juzgado 3,2024-08-21 20:01:35,2026-05-05 21:00:00,2026-05-11 21:00:00
F-1132764       ,Cancelada,CAUSAF00000001397264,3.588.644,39.360,8610,30.750,BAPRO,FOTOMULTA,Juzgado 2,2024-08-21 20:03:41,2026-01-11 21:00:00,2026-01-15 21:00:00
F-1132773       ,Cancelada,CAUSAF00000001397273,3.751.133,39.360,8610,30.750,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-21 20:03:43,2026-04-26 21:00:00,2026-04-26 21:00:00
F-1132811       ,Cancelada,CAUSAF00000001397332,3.592.992,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 2,2024-08-21 20:04:04,2026-01-13 21:00:00,2026-01-19 21:00:00
F-1132812       ,Cancelada,CAUSAF00000001397333,55.846.833,525.277,12.649,512.628,SUGIT,FOTOMULTA,Juzgado 4,2024-08-21 20:04:05,2026-01-01 21:00:00,2026-02-08 21:00:00
F-1132813       ,Cancelada,CAUSAF00000001397334,3.666.775,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 2,2024-08-21 20:04:05,2026-03-25 21:00:00,2026-03-26 21:00:00
F-1132895       ,Cancelada,CAUSAF00000001397670,3.623.430,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-21 20:08:53,2026-02-19 21:00:00,2026-02-19 21:00:00
F-113292        ,Cancelada,CAUSAF00000000073231,3.749.603,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2019-02-20 13:23:00,2026-04-23 21:00:00,2026-04-23 21:00:00
F-1132986       ,Cancelada,CAUSAF00000001397923,3.771.065,680.005,15.505,664.500,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-22 20:01:42,2026-05-11 21:00:00,2026-05-12 21:00:00
F-1133005       ,Cancelada,CAUSAF00000001397958,3.586.464,268.627,11.977,256.650,BAPRO,FOTOMULTA,Juzgado 4,2024-08-22 20:01:55,2026-01-17 21:00:00,2026-01-21 21:00:00
F-1133013       ,Cancelada,CAUSAF00000001397992,3.639.734,39.360,8610,30.750,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-22 20:02:08,2026-02-23 21:00:00,2026-02-23 21:00:00
F-1133037       ,Cancelada,CAUSAF00000001398039,3.737.473,439.872,13.272,426.600,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-22 20:02:21,2026-04-15 21:00:00,2026-04-16 21:00:00
F-1133147       ,Cancelada,CAUSAF00000001398374,3.731.529,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 5,2024-08-22 20:04:19,2026-04-06 21:00:00,2026-04-12 21:00:00
F-1133208       ,Cancelada,CAUSAF00000001398523,3.644.270,193.110,13.272,179.838,MERCADOPAGO,FOTOMULTA,Juzgado 5,2024-08-22 20:05:24,2026-02-27 21:00:00,2026-03-01 21:00:00
F-1133253       ,Cancelada,CAUSAF00000001398593,3.600.468,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-22 20:05:45,2026-01-22 21:00:00,2026-01-22 21:00:00
F-1133295       ,Cancelada,CAUSAF00000001398641,3.586.099,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-22 20:06:18,2026-01-04 21:00:00,2026-01-04 21:00:00
F-1133357       ,Cancelada,CAUSAF00000001398770,3.659.423,193.110,13.272,179.838,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-22 20:07:02,2026-03-12 21:00:00,2026-03-15 21:00:00
F-1133435       ,Cancelada,CAUSAF00000001399040,3.769.282,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2024-08-23 20:01:13,2026-05-12 21:00:00,2026-05-12 21:00:00
F-1133464       ,Cancelada,CAUSAF00000001399090,3.728.578,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-23 20:01:31,2026-03-30 21:00:00,2026-03-30 21:00:00
F-113348        ,Cancelada,CAUSAF00000000073287,3.589.307,54.752,11.977,42.775,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2019-02-20 13:23:16,2026-01-08 21:00:00,2026-01-08 21:00:00
F-1133496       ,Cancelada,CAUSAF00000001399280,56.077.948,377.610,13.272,364.338,SUGIT,FOTOMULTA,Juzgado 4,2024-08-23 20:02:34,2026-03-09 21:00:00,2026-04-13 21:00:00
F-1133525       ,Cancelada,CAUSAF00000001399399,3.623.428,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-23 20:03:33,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1133565       ,Cancelada,CAUSAF00000001399486,3.729.742,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-23 20:04:14,2026-03-31 21:00:00,2026-03-31 21:00:00
F-1133571       ,Cancelada,CAUSAF00000001399492,3.631.490,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 3,2024-08-23 20:04:16,2026-02-11 21:00:00,2026-02-23 21:00:00
F-1133576       ,Cancelada,CAUSAF00000001399497,3.593.246,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-23 20:04:18,2026-01-13 21:00:00,2026-01-14 21:00:00
F-1133620       ,Cancelada,CAUSAF00000001399541,3.734.318,193.110,8610,184.500,PAGO FÁCIL,FOTOMULTA,Juzgado 5,2024-08-23 20:04:33,2026-04-09 21:00:00,2026-04-15 21:00:00
F-1133624       ,Cancelada,CAUSAF00000001399545,3.642.365,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-23 20:04:34,2026-02-25 21:00:00,2026-02-25 21:00:00
F-1133764       ,Cancelada,CAUSAF00000001399905,55.893.245,377.610,12.649,364.961,SUGIT,FOTOMULTA,Juzgado 3,2024-08-24 20:02:11,2026-01-14 21:00:00,2026-02-08 21:00:00
F-1133777       ,Cancelada,CAUSAF00000001399918,3.623.434,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2024-08-24 20:02:15,2026-02-03 21:00:00,2026-02-03 21:00:00
F-1133789       ,Cancelada,CAUSAF00000001399930,3.614.551,268.627,12.649,255.978,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-24 20:02:18,2026-01-25 21:00:00,2026-01-26 21:00:00
F-1133794       ,Cancelada,CAUSAF00000001399936,3.614.561,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 2,2024-08-24 20:02:20,2026-01-25 21:00:00,2026-01-26 21:00:00
F-1133800       ,Cancelada,CAUSAF00000001399966,3.665.379,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-24 20:02:53,2026-03-24 21:00:00,2026-03-24 21:00:00
F-1133803       ,Cancelada,CAUSAF00000001399969,3.745.400,193.110,8610,184.500,RAPIPAGO,FOTOMULTA,Juzgado 4,2024-08-24 20:02:54,2026-04-29 21:00:00,2026-05-07 21:00:00
F-1133817       ,Cancelada,CAUSAF00000001399983,3.731.531,100.860,13.272,87.588,MERCADOPAGO,FOTOMULTA,Juzgado 2,2024-08-24 20:03:18,2026-04-06 21:00:00,2026-04-07 21:00:00
F-1133851       ,Cancelada,CAUSAF00000001880236,55.846.713,377.610,12.649,364.961,SUGIT,FOTOMULTA,Juzgado 3,2024-08-25 20:02:11,2026-01-01 21:00:00,2026-02-08 21:00:00
F-1133895       ,Cancelada,CAUSAF00000001400211,3.652.646,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-26 20:02:08,2026-03-09 21:00:00,2026-03-09 21:00:00
F-1133931       ,Cancelada,CAUSAF00000001400289,3.586.824,268.627,11.977,256.650,PAGO FÁCIL,FOTOMULTA,Juzgado 4,2024-08-26 20:02:34,2026-01-29 21:00:00,2026-02-04 21:00:00
F-1133950       ,Cancelada,CAUSAF00000001400339,3.732.494,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-26 20:02:48,2026-04-07 21:00:00,2026-04-07 21:00:00
F-1134084       ,Cancelada,CAUSAF00000001400880,3.768.514,193.110,15.505,177.605,MERCADOPAGO,FOTOMULTA,Juzgado 5,2024-08-27 20:01:16,2026-05-09 21:00:00,2026-05-10 21:00:00
F-1134127       ,Cancelada,CAUSAF00000001400975,3.598.290,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-27 20:01:49,2026-01-20 21:00:00,2026-01-21 21:00:00
F-1134138       ,Cancelada,CAUSAF00000001400989,3.655.570,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2024-08-27 20:01:55,2026-03-18 21:00:00,2026-03-18 21:00:00
F-1134168       ,Cancelada,CAUSAF00000001401119,3.733.650,582.072,13.272,568.800,MERCADOPAGO,FOTOMULTA,Juzgado 2,2024-08-27 20:02:35,2026-04-08 21:00:00,2026-04-09 21:00:00
F-1134189       ,Cancelada,CAUSAF00000001401220,3.634.896,554.749,12.649,542.100,PAGO FÁCIL,FOTOMULTA,Juzgado 4,2024-08-27 20:03:39,2026-04-05 21:00:00,2026-04-09 21:00:00
F-1134201       ,Cancelada,CAUSAF00000001401258,3.598.905,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 4,2024-08-27 20:03:56,2026-01-21 21:00:00,2026-01-27 21:00:00
F-1134348       ,Cancelada,CAUSAF00000001401779,3.748.683,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-28 20:03:15,2026-04-22 21:00:00,2026-04-22 21:00:00
F-1134415       ,Cancelada,CAUSAF00000001401952,3.753.671,193.110,13.272,179.838,MERCADOPAGO,FOTOMULTA,Juzgado 4,2024-08-29 20:01:43,2026-04-28 21:00:00,2026-04-29 21:00:00
F-1134416       ,Cancelada,CAUSAF00000001401958,3.623.433,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-29 20:01:45,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1134418       ,Cancelada,CAUSAF00000001401965,3.623.435,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-29 20:01:47,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1134431       ,Cancelada,CAUSAF00000001402065,3.646.376,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-29 20:02:36,2026-03-02 21:00:00,2026-03-02 21:00:00
F-1134462       ,Cancelada,CAUSAF00000001402138,3.753.977,193.110,13.272,179.838,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-29 20:03:05,2026-04-28 21:00:00,2026-04-29 21:00:00
F-1134509       ,Cancelada,CAUSAF00000001402243,3.651.942,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 1,2024-08-29 20:03:43,2026-03-08 21:00:00,2026-03-09 21:00:00
F-1134529       ,Cancelada,CAUSAF00000001402263,3.616.641,193.110,8610,184.500,BAPRO,FOTOMULTA,Juzgado 1,2024-08-29 20:03:50,2026-01-27 21:00:00,2026-02-02 21:00:00
F-1134556       ,Cancelada,CAUSAF00000001402299,3.628.037,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-29 20:04:12,2026-02-10 21:00:00,2026-02-10 21:00:00
F-1134575       ,Cancelada,CAUSAF00000001402318,3.593.190,193.110,12.649,180.461,MERCADOPAGO,FOTOMULTA,Juzgado 3,2024-08-29 20:04:18,2026-01-13 21:00:00,2026-01-14 21:00:00
F-1134655       ,Cancelada,CAUSAF00000001402526,3.651.526,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2024-08-30 20:02:07,2026-03-08 21:00:00,2026-03-08 21:00:00
F-1134713       ,Cancelada,CAUSAF00000001402657,3.623.438,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-08-30 20:04:12,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1134878       ,Cancelada,CAUSAF00000001403095,3.590.885,193.110,8610,184.500,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2024-09-02 20:01:20,2026-01-11 21:00:00,2026-01-11 21:00:00
